name,brand,categories,primaryCategories,reviews_date,reviews_text,reviews_title,sentiment
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-04-17T00:00:00.000Z,"['bought', 'kindle', 'yr', 'old', 'granddaughter', 'christmas', 'husband', 'kindles', 'several', 'years', 'prior', 'year', 'old', 'grandson', 'love', 'watching', 'playing', 'children', 'kinds', 'game', 'systems', 'use', 'kindle', 'way', 'yr', 'old', 'grandson', 'still', 'plays', 'mine', 'loves', 'watching', 'tube', 'videos', 'playing', 'games', 'several', 'game', 'systems', 'xbox', 'sega', 'ds', 'still', 'uses', 'kindle', 'time', 'systemsmy', 'husband', 'used', 'time', 'everything', 'internet', 'watching', 'movies', 'shows', 'getting', 'ready', 'buy', 'grandson', 'new', 'kindle', 'mine', 'bit', 'older', 'cracked', 'screen', 'still', 'works', 'good', 'would', 'like', 'one', 'call', 'looking', 'gb', 'gbthey', 'really', 'durable', 'tough']",Great.,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-07-09T00:00:00.000Z,"['explored', 'features', 'kindle', 'fire', 'tablet', 'yet', 'sound', 'always', 'reset', 'time', 'want', 'stay', 'full', 'sound', 'maximum', 'loudness', 'always', 'reset', 'time', 'fire', 'listen', 'music', 'please', 'direct', 'someone']",good tabllet for the money,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-21T00:00:00.000Z,"['wow', 'much', 'fun', 'wow', 'tell', 'anything', 'play', 'song', 'much', 'much']",GREAT,positive
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-18T00:00:00.000Z,"['amazon', 'fire', 'tablet', 'awesome', 'kids', 'love']",Awesome,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-02-03T00:00:00.000Z,"['fire', 'tablets', 'far', 'best', 'value', 'market', 'parent', 'friendly', 'parental', 'controls', 'kid', 'friendly', 'ease', 'use']",Great value,positive
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Tangerine - with Special Offers",Amazon,"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-04-17T00:00:00.000Z,"['bought', 'kindle', 'yr', 'old', 'granddaughter', 'christmas', 'husband', 'kindles', 'several', 'years', 'prior', 'year', 'old', 'grandson', 'love', 'watching', 'playing', 'children', 'kinds', 'game', 'systems', 'use', 'kindle', 'way', 'yr', 'old', 'grandson', 'still', 'plays', 'mine', 'loves', 'watching', 'tube', 'videos', 'playing', 'games', 'several', 'game', 'systems', 'xbox', 'sega', 'ds', 'still', 'uses', 'kindle', 'time', 'systemsmy', 'husband', 'used', 'time', 'everything', 'internet', 'watching', 'movies', 'shows', 'getting', 'ready', 'buy', 'grandson', 'new', 'kindle', 'mine', 'bit', 'older', 'cracked', 'screen', 'still', 'works', 'good', 'would', 'like', 'one', 'call', 'looking', 'gb', 'gbthey', 'really', 'durable', 'tough']",Great.,positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-01-28T00:00:00.000Z,"['excellent', 'gift', 'family', 'good', 'choice']",Great Gift,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-03T00:00:00.000Z,"['bought', 'four', 'kids', 'love']",Great for kids,positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-12-20T17:38:23.000Z,"['ordered', 'daughter', 'black', 'paperwhite', 'love', 'read', 'quite', 'bit', 'larger', 'books', 'driving', 'crazy', 'hold', 'laying', 'wanting', 'take', 'book', 'vacation', 'lugging', 'around', 'thick', 'paperback', 'throw', 'bag', 'read', 'anywhere', 'light', 'weight', 'easy', 'use', 'battery', 'life', 'lasts', 'weeks', 'makes', 'around', 'awesome', 'device', 'daughter', 'public', 'school', 'offer', 'online', 'library', 'ereaders', 'download', 'books', 'free', 'school', 'also', 'download', 'public', 'library', 'app', 'county', 'offers', 'read', 'free', 'well', 'shop', 'ebooks', 'straight', 'device', 'amazoncom']",Light Weight - Makes a world of difference when taking books on the go!,positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-09-01T00:00:00.000Z,"['like', 'e', 'reader', 'wish', 'screen', 'higher', 'resolution', 'requires', 'decent', 'light', 'look', 'good', 'easy', 'eyes', 'screen', 'updates', 'involve', 'flashing', 'whole', 'screen', 'noticed', 'less', 'time', 'advertised', 'month', 'long', 'battery', 'life', 'standby', 'time', 'lasts', 'much', 'less', 'downloading', 'reading', 'books']",Great reader but not perfect,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-14T00:00:00.000Z,"['dropped', 'thrown', 'doesnt', 'break', 'awesome', 'tablet']",Perfect for kids,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-02T00:00:00.000Z,"['used', 'think', 'amazon', 'echo', 'think', 'flimsy', 'sounds', 'amazon', 'echo', 'echoing', 'tin', 'complex', 'least', 'experienced', 'friends', 'echos', 'echo', 'plus', 'ask', 'much', 'device', 'excellent', 'sound', 'one', 'best', 'devices', 'ever', 'purchased', 'could', 'would', 'house', 'forget', 'dot', 'echo', 'nd', 'gen', 'echo', 'plus', 'way', 'go', 'beautiful', 'device', 'sounds', 'second', 'none']","Love, Love, LOVE",positive
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-10-21T00:00:00.000Z,"['full', 'disclosure', 'five', 'amazon', 'echos', 'including', 'dots', 'well', 'tap', 'obviously', 'fan', 'echoes', 'honestly', 'could', 'nt', 'figure', 'amazons', 'marketing', 'online', 'review', 'tap', 'fit', 'compared', 'full', 'blown', 'echo', 'dot', 'kept', 'thinking', 'limited', 'compared', 'echo', 'dot', 'tap', 'button', 'ask', 'question', 'however', 'given', 'completely', 'portable', 'runs', 'six', 'hours', 'charge', 'makes', 'sense', 'would', 'wast', 'battery', 'always', 'listening', 'voice', 'command', 'imo', 'tap', 'sounds', 'good', 'maybe', 'even', 'better', 'echo', 'much', 'smaller', 'form', 'factor', 'since', 'portable', 'probably', 'going', 'sitting', 'next', 'way', 'tapping', 'ask', 'question', 'really', 'issue', 'someways', 'better', 'full', 'table', 'control', 'gets', 'request', 'music', 'friends', 'get', 'fun', 'wars', 'asking', 'different', 'music', 'full', 'blown', 'echo', 'also', 'get', 'little', 'annoying', 'someone', 'plays', 'michael', 'bolton', 'bruce', 'springsteen', 'bottom', 'line', 'good', 'sound', 'full', 'blown', 'tap', 'portable', 'smaller', 'form', 'happy', 'echoes', 'may', 'favorite']",The most versatile of all Amazon Echos,positive
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-01-16T00:00:00.000Z,"['great', 'tablet', 'thousands', 'books', 'movies', 'music', 'choose', 'amazon', 'store', 'easy', 'navigate']",Great tablet,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-14T00:00:00.000Z,"['truly', 'enjoy', 'product', 'older', 'one', 'superb', 'areas', 'entertainment']",Great tablet for the money,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-04-07T00:00:00.000Z,"['tablet', 'great', 'books', 'audible', 'books', 'music', 'things', 'amazon', 'included', 'browser', 'silk', 'best', 'purchased', 'expanded', 'memory', 'gb', 'sd', 'card', 'cover', 'biggest', 'issue', 'unit', 'slow', 'compared', 'ipad', 'tends', 'freeze', 'every', 'often', 'x', 'money', 'consider', 'ipad', 'instead']",Not an iPad by any means,positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-12-13T00:00:00.000Z,"['bought', 'gift', 'dad', 'loves', 'well', 'worth', 'dont', 'plan', 'reading', 'dark']",Fabulous Gifting item.,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-03-12T00:00:00.000Z,"['bought', 'christmas', 'gift', 'wife', 'things', 'started', 'well', 'lately', 'wife', 'issues', 'nt', 'working', 'little', 'months', 'since', 'going', 'try', 'hard', 'reset', 'see', 'helps']",Not looking too good...,positive
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2017-02-25T00:00:00.000Z,"['great', 'tablet', 'money', 'cheap', 'use', 'stand', 'alone', 'interface', 'fish', 'tank']",Great for the money,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-10-20T00:00:00.000Z,"['great', 'needs', 'expanding', 'information']",Its good for different reasons,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-01-27T00:00:00.000Z,"['perfect', 'need', 'use', 'movies', 'etc', 'great', 'gift']",Perfect,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-11-17T00:00:00.000Z,"['bought', 'brother', 'wife', 'love', 'control', 'nest', 'thermostat', 'works', 'expanding', 'environment', 'philips', 'hue', 'bulbs']",Great accessory,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-03T00:00:00.000Z,"['overall', 'tablet', 'well', 'constructed', 'well', 'engineered', 'excited', 'factor', 'son', 'wore', 'quickly', 'including', 'included', 'app', 'services', 'nothing', 'negative', 'report', 'nothing', 'unexpected', 'positive', 'sense', 'either']",Solid product,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['looking', 'entry', 'level', 'tablet', 'itthe', 'kindle', 'fire', 'hd', 'perfect', 'kids']",Great entry level tablet,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-08T00:00:00.000Z,"['amazon', 'show', 'pretty', 'cool', 'help', 'things', 'like', 'cooking', 'recipe', 'homework', 'things', 'restricted', 'amazon', 'partner', 'things', 'google', 'comes', 'something', 'similar', 'would', 'definitely', 'chosen', 'show', 'youtube']",Amazon show,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-23T00:00:00.000Z,"['bought', 'gift', 'daughter', 'good', 'buyshock', 'proof', 'great', 'educational', 'apps', 'kids']",Good for kids,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-02T00:00:00.000Z,"['alexa', 'control', 'may', 'need', 'extra', 'time', 'jog']",Great Product,negative
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-01-29T00:00:00.000Z,"['love', 'hear', 'readers', 'replace', 'mine', 'destroyed', 'last', 'awesome']",Great,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-16T00:00:00.000Z,"['year', 'old', 'loves', 'much', 'enjoys', 'reading', 'play', 'games']",Great price,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['perfect', 'gift', 'friend', 'obsessed', 'reading', 'perfect', 'starting', 'greater', 'library', 'books', 'easy', 'use', 'extremely', 'affordable', 'happy', 'purchase', 'buy', 'family', 'friends']",Really decent tablet,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-20T00:00:00.000Z,"['absolutely', 'love', 'amazon', 'alexa', 'devices', 'six', 'house', 'connected', 'sonos', 'nest', 'arlo', 'devices']",Fantastic,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-03T00:00:00.000Z,"['quality', 'comes', 'apps', 'installed', 'durrible', 'love', 'case']",Kids love it,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-19T00:00:00.000Z,"['use', 'tablet', 'ereader', 'listen', 'prime', 'music', 'time', 'great', 'thisstill', 'leaning', 'features']",great tablet for the price,positive
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-31T00:00:00.000Z,"['family', 'enjoyed', 'alexa', 'house', 'smart', 'lots', 'research', 'family', 'truly', 'glad', 'made', 'purchase']",MY ALEXA,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-18T00:00:00.000Z,"['grand', 'daughter', 'loves', 'parents', 'durable', 'highly', 'recommend', 'product']",Great beginner tablet,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23T00:00:00.000Z,"['purchased', 'year', 'old', 'mother', 'primarily', 'use', 'ereader', 'seems', 'may', 'easier', 'see', 'actual', 'book', 'always', 'find', 'new', 'technology', 'easy', 'use', 'seems', 'ok', 'tablet', 'also', 'using', 'play', 'solitaire', 'possibly', 'games']",Good tablet for a senior.,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-09T00:00:00.000Z,"['easy', 'simple', 'grandson', 'use', 'problem', 'using']",Greater starter for my 2 yr. old grandson,negative
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-09T00:00:00.000Z,"['love', 'device', 'performs', 'perfectly', 'plays', 'music', 'lures', 'lights', 'command']",Echo plus,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-29T00:00:00.000Z,"['love', 'new', 'echo', 'show', 'picture', 'clear', 'microphones', 'pick', 'voice', 'far', 'away', 'wife', 'likes', 'recipes', 'go', 'show', 'always', 'thinking', 'music', 'sounds', 'great', 'coming', 'small', 'unit', 'talk', 'christmas']",Outstanding Show,positive
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-02-13T00:00:00.000Z,"['easy', 'use', 'navigate', 'purchasing', 'books', 'fast', 'simple', 'love', 'fact', 'password', 'protect', 'device']",Great e-reader for beginners,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-03-21T00:00:00.000Z,"['first', 'thing', 'noticed', 'alexaaos', 'response', 'time', 'questions', 'waiting', 'downloading', 'lightning', 'quick', 'responses', 'nd', 'compatibility', 'smart', 'hone', 'features', 'connects', 'lights', 'security', 'monitoring', 'system', 'ease', 'clear', 'concise']",Total mini counter computer/tablet,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-07T00:00:00.000Z,"['best', 'tablet', 'kids', 'tablet', 'modified', 'android', 'operating', 'system', 'amazon', 'features', 'builtin', 'great', 'reviewing', 'kids', 'tablet', 'gigahertz', 'processor', 'meaning', 'small', 'device', 'decently', 'enough', 'internal', 'memory', 'gigs', 'expand', 'gigabytes', 'wont', 'run', 'memory', 'megapixel', 'camera', 'shoots', 'p', 'meaning', 'full', 'hd', 'k', 'bought', 'camera', 'wrong', 'kid', 'years', 'years', 'old', 'good', 'gig', 'ram', 'kind', 'sluggish', 'detailed', 'games', 'year', 'old', 'nt', 'playing', 'heavy', 'graphics', 'games', 'take', 'cpu', 'gpu', 'came', 'nice', 'rubber', 'case', 'drop', 'protection', 'thrown', 'times', 'excitedly', 'job', 'resource', 'hogging', 'gps', 'radio', 'bluetooth', 'wifi']",AWESOME SAUCE,positive
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-05T00:00:00.000Z,"['needed', 'kindle', 'schooling', 'decided', 'look', 'read', 'reviews', 'reading', 'reviews', 'decided', 'kindle', 'perfect', 'compared', 'tablet']",Perfect for School,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-04T00:00:00.000Z,"['amazon', 'fire', 'tablet', 'great', 'gift', 'kids', 'ages', 'ez', 'fun', 'use', 'keeping', 'kids', 'entertained', 'giving', 'educational', 'tools', 'use', 'grade', 'level', 'hire']",Great Tablet for kids of all ages !,positive
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-06T00:00:00.000Z,"['grandson', 'loves', 'tablet', 'got', 'safe']",Great tablet for a child,positive
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-09-29T00:00:00.000Z,"['dad', 'uses', 'speaker', 'tv', 'loves', 'use', 'traditional', 'alexa', 'way', 'speaker', 'option', 'discovered', 'added', 'benefit']",Fun,positive
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-09-16T00:00:00.000Z,"['replaced', 'kindle', 'crashed', 'fare', 'everything', 'great', 'larger', 'screen', 'fast', 'response', 'storage', 'nt', 'charge', 'often', 'well', 'pleased']",Great up grade from the kindle 6,positive
